#CAMI Submission for Taxonomic Profiling
@Version:0.9.2
@SampleID:pensive_curie_3
@Ranks:superkingdom|phylum|class|order|family|genus|species|strain
@@TAXID	RANK	TAXPATH	TAXPATHSN	PERCENTAGE
67818	phylum	2|67818	Bacteria|Candidatus Atribacteria	0.0157210232957
363464	phylum	2|363464	Bacteria|Candidatus Gracilibacteria	0.00571673574389
40117	phylum	2|40117	Bacteria|Nitrospirae	0.120051450622
67819	phylum	2|67819	Bacteria|Armatimonadetes	0.0242961269115
508458	phylum	2|508458	Bacteria|Synergistetes	0.11004716307
640293	phylum	2|640293	Bacteria|candidate division NC10	0.00428755180792
743725	phylum	2157|743725	Archaea|Candidatus Diapherotrites	0.00142918393597
200940	phylum	2|200940	Bacteria|Thermodesulfobacteria	0.0743175646706
1379697	phylum	2|1379697	Bacteria|candidate division Zixibacteria	0.00142918393597
422282	phylum	2|422282	Bacteria|candidate division WWE3	0.00142918393597
7711	phylum	2759|7711	Eukaryota|Chordata	0.0228669429756
1090	phylum	2|1090	Bacteria|Chlorobi	0.051450621695
142182	phylum	2|142182	Bacteria|Gemmatimonadetes	0.0585965413749
68297	phylum	2|68297	Bacteria|Dictyoglomi	0.0114334714878
1134404	phylum	2|1134404	Bacteria|Ignavibacteriae	0.00571673574389
74152	phylum	2|74152	Bacteria|Elusimicrobia	0.00285836787195
65842	phylum	2|65842	Bacteria|Fibrobacteres	0.00285836787195
91061	class	2|1239|91061	Bacteria|Firmicutes|Bacilli	11.0750224748
1760	class	2|201174|1760	Bacteria|Actinobacteria|Actinobacteria	17.6666763333
31969	class	2|544448|31969	Bacteria|Tenericutes|Mollicutes	1.17159179886
117743	class	2|976|117743	Bacteria|Bacteroidetes|Flavobacteriia	3.24797726416
451867	class	2759|4890|147541|451867	Eukaryota|Ascomycota|Dothideomycetes|Dothideomycetidae	0.00289997970014
147545	class	2759|4890|147545	Eukaryota|Ascomycota|Eurotiomycetes	0.443696894122
147547	class	2759|4890|147547	Eukaryota|Ascomycota|Lecanoromycetes	0.0289997970014
85003	class	2|201174|85003	Bacteria|Actinobacteria|Actinobacteria	0.00289997970014
203683	class	2|203682|203683	Bacteria|Planctomycetes|Planctomycetia	0.266798132413
5257	class	2759|5204|5257	Eukaryota|Basidiomycota|Ustilaginomycetes	0.0666995331033
222544	class	2759|4890|147550|222544	Eukaryota|Ascomycota|Sordariomycetes|Sordariomycetidae	0.00289997970014
222543	class	2759|4890|147550|222543	Eukaryota|Ascomycota|Sordariomycetes|Hypocreomycetidae	0.00289997970014
224756	class	2157|28890|224756	Archaea|Euryarchaeota|Methanomicrobia	0.263898152713
28211	class	2|1224|28211	Bacteria|Proteobacteria|Alphaproteobacteria	13.8503030479
183963	class	2157|28890|183963	Archaea|Euryarchaeota|Halobacteria	0.980193138648
84995	class	2|201174|84995	Bacteria|Actinobacteria|Rubrobacteria	0.0376997361018
188787	class	2|1297|188787	Bacteria|Deinococcus-Thermus|Deinococci	0.495896528724
147541	class	2759|4890|147541	Eukaryota|Ascomycota|Dothideomycetes	0.136299045907
147548	class	2759|4890|147548	Eukaryota|Ascomycota|Leotiomycetes	0.020299857901
29547	class	2|1224|29547	Bacteria|Proteobacteria|Epsilonproteobacteria	1.24409129136
28221	class	2|1224|28221	Bacteria|Proteobacteria|Deltaproteobacteria	1.74288779979
451871	class	2759|4890|147545|451871	Eukaryota|Ascomycota|Eurotiomycetes|Eurotiomycetidae	0.00289997970014
28216	class	2|1224|28216	Bacteria|Proteobacteria|Betaproteobacteria	6.71635298553
147550	class	2759|4890|147550	Eukaryota|Ascomycota|Sordariomycetes	0.359597482818
219685	class	2|142182|219685	Bacteria|Gemmatimonadetes|Gemmatimonadetes	0.060899573703
1236	class	2|1224|1236	Bacteria|Proteobacteria|Gammaproteobacteria	22.3762433663
204429	class	2|204428|204429	Bacteria|Chlamydiae|Chlamydiia	0.243598294812
155619	class	2759|5204|155619	Eukaryota|Basidiomycota|Agaricomycetes	0.150798944407
155616	class	2759|5204|155616	Eukaryota|Basidiomycota|Tremellomycetes	0.101499289505
186801	class	2|1239|186801	Bacteria|Firmicutes|Clostridia	6.26395615231
68337	class	2|200930|68337	Bacteria|Deferribacteres|Deferribacteres	0.0695995128034
200643	class	2|976|200643	Bacteria|Bacteroidetes|Bacteroidia	2.72888089783
203692	class	2|203691|203692	Bacteria|Spirochaetes|Spirochaetia	0.945393382246
187857	class	2|200783|187857	Bacteria|Aquificae|Aquificae	0.243598294812
188708	class	2|200918|188708	Bacteria|Thermotogae|Thermotogae	0.333497665516
1497346	class	2|201174|1497346	Bacteria|Actinobacteria|Thermoleophilia	0.113099208306
183924	class	2157|28889|183924	Archaea|Crenarchaeota|Thermoprotei	0.237798335412
117747	class	2|976|117747	Bacteria|Bacteroidetes|Sphingobacteriia	0.739494823536
84998	class	2|201174|84998	Bacteria|Actinobacteria|Coriobacteriia	0.492996549024
183939	class	2157|28890|183939	Archaea|Euryarchaeota|Methanococci	0.115999188006
183980	class	2157|28890|183980	Archaea|Euryarchaeota|Archaeoglobi	0.0231998376011
768503	class	2|976|768503	Bacteria|Bacteroidetes|Cytophagia	0.519096366325
451435	class	2759|4761|451435	Eukaryota|Chytridiomycota|Chytridiomycetes	0.0115999188006
183925	class	2157|28890|183925	Archaea|Euryarchaeota|Methanobacteria	0.214598497811
4891	class	2759|4890|4891	Eukaryota|Ascomycota|Saccharomycetes	0.461096772323
203490	class	2|32066|203490	Bacteria|Fusobacteria|Fusobacteriia	0.420497056521
1293498	class	2|1293497|1293498	Bacteria|Nitrospinae|Nitrospinia	0.081199431604
204432	class	2|57723|204432	Bacteria|Acidobacteria|Acidobacteriia	0.191398660209
183968	class	2157|28890|183968	Archaea|Euryarchaeota|Thermococci	0.20879853841
526524	class	2|1239|526524	Bacteria|Firmicutes|Erysipelotrichia	0.353797523417
909932	class	2|1239|909932	Bacteria|Firmicutes|Negativicutes	1.00049299655
162481	class	2759|5204|162481	Eukaryota|Basidiomycota|Microbotryomycetes	0.0144998985007
1737404	class	2|1239|1737404	Bacteria|Firmicutes|Tissierellia	0.368297421918
388447	class	2|200795|388447	Bacteria|Chloroflexi|Ktedonobacteria	0.0231998376011
1051663	class	2157|1462430|1051663	Archaea|Candidatus Nanohaloarchaeota|Nanohaloarchaea	0.00579995940028
203494	class	2|74201|203494	Bacteria|Verrucomicrobia|Verrucomicrobiae	0.153698924108
84992	class	2|201174|84992	Bacteria|Actinobacteria|Acidimicrobiia	0.0637995534031
183967	class	2157|28890|183967	Archaea|Euryarchaeota|Thermoplasmata	0.0724994925036
580370	class	2|1224|580370	Bacteria|Proteobacteria|Zetaproteobacteria	0.0492996549024
203693	class	2|40117|203693	Bacteria|Nitrospirae|Nitrospira	0.121799147406
414999	class	2|74201|414999	Bacteria|Verrucomicrobia|Opitutae	0.0289997970014
301297	class	2|200795|301297	Bacteria|Chloroflexi|Dehalococcoidia	0.0231998376011
32061	class	2|200795|32061	Bacteria|Chloroflexi|Chloroflexia	0.101499289505
649775	class	2|508458|649775	Bacteria|Synergistetes|Synergistia	0.110199228605
189775	class	2|200795|189775	Bacteria|Chloroflexi|Thermomicrobia	0.00869993910043
67799	class	2|200940|67799	Bacteria|Thermodesulfobacteria|Thermodesulfobacteria	0.0753994722037
147554	class	2759|4890|147554	Eukaryota|Ascomycota|Schizosaccharomycetes	0.0376997361018
307596	class	2|1117|307596	Bacteria|Cyanobacteria|Gloeobacteria	0.0173998782009
1562566	class	2|57723|1562566	Bacteria|Acidobacteria|Blastocatellia	0.00579995940028
40674	class	2759|7711|40674	Eukaryota|Chordata|Mammalia	0.0231998376011
183988	class	2157|28890|183988	Archaea|Euryarchaeota|Methanopyri	0.0231998376011
191410	class	2|1090|191410	Bacteria|Chlorobi|Chlorobia	0.0521996346026
693071	class	2|67814|693071	Bacteria|Caldiserica|Caldisericia	0.0231998376011
1643678	class	2157|651137|1643678	Archaea|Thaumarchaeota|Nitrososphaeria	0.0115999188006
1663419	class	2|67819|1663419	Bacteria|Armatimonadetes|Fimbriimonadia	0.0115999188006
1077257	class	2|67819|1077257	Bacteria|Armatimonadetes|Chthonomonadetes	0.0115999188006
203486	class	2|68297|203486	Bacteria|Dictyoglomi|Dictyoglomia	0.0115999188006
795747	class	2|1134404|795747	Bacteria|Ignavibacteriae|Ignavibacteria	0.00579995940028
533205	class	2|57723|533205	Bacteria|Acidobacteria|Holophagae	0.00579995940028
641853	class	2|74152|641853	Bacteria|Elusimicrobia|Elusimicrobia	0.00289997970014
204430	class	2|65842|204430	Bacteria|Fibrobacteres|Fibrobacteria	0.00289997970014
641854	order	2|74152|641853|641854	Bacteria|Elusimicrobia|Elusimicrobia|Elusimicrobiales	0.00547795124623
80811	order	2|1224|28221|29|80811	Bacteria|Proteobacteria|Deltaproteobacteria|Myxococcales|Cystobacterineae	0.00547795124623
204441	order	2|1224|28211|204441	Bacteria|Proteobacteria|Alphaproteobacteria|Rhodospirillales	0.88742810189
1150	order	2|1117|1150	Bacteria|Cyanobacteria|Oscillatoriales	0.251985757327
72273	order	2|1224|1236|72273	Bacteria|Proteobacteria|Gammaproteobacteria|Thiotrichales	0.558751027116
72274	order	2|1224|1236|72274	Bacteria|Proteobacteria|Gammaproteobacteria|Pseudomonadales	5.39030402629
48461	order	2|74201|203494|48461	Bacteria|Verrucomicrobia|Verrucomicrobiae|Verrucomicrobiales	0.147904683648
414714	order	2|201174|1760|414714	Bacteria|Actinobacteria|Actinobacteria|Catenulisporales	0.0273897562312
1118	order	2|1117|1118	Bacteria|Cyanobacteria|Chroococcales	0.558751027116
2301	order	2157|28890|183967|2301	Archaea|Euryarchaeota|Thermoplasmata|Thermoplasmatales	0.0164338537387
135618	order	2|1224|1236|135618	Bacteria|Proteobacteria|Gammaproteobacteria|Methylococcales	0.339632977267
135619	order	2|1224|1236|135619	Bacteria|Proteobacteria|Gammaproteobacteria|Oceanospirillales	1.15584771296
135613	order	2|1224|1236|135613	Bacteria|Proteobacteria|Gammaproteobacteria|Chromatiales	1.39687756779
135614	order	2|1224|1236|135614	Bacteria|Proteobacteria|Gammaproteobacteria|Xanthomonadales	1.05176663928
231213	order	2759|5204|162481|231213	Eukaryota|Basidiomycota|Microbotryomycetes|Sporidiobolales	0.0164338537387
588673	order	2|201174|1497346|588673	Bacteria|Actinobacteria|Thermoleophilia|Solirubrobacterales	0.109559024925
2037	order	2|201174|1760|2037	Bacteria|Actinobacteria|Actinobacteria|Actinomycetales	0.613530539578
213849	order	2|1224|29547|213849	Bacteria|Proteobacteria|Epsilonproteobacteria|Campylobacterales	1.05724459052
225057	order	2|1224|1236|225057	Bacteria|Proteobacteria|Gammaproteobacteria|Acidithiobacillales	0.104081073678
203491	order	2|32066|203490|203491	Bacteria|Fusobacteria|Fusobacteriia|Fusobacteriales	0.399890440975
171549	order	2|976|200643|171549	Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales	2.58011503698
356	order	2|1224|28211|356	Bacteria|Proteobacteria|Alphaproteobacteria|Rhizobiales	6.25034237195
69541	order	2|1224|28221|69541	Bacteria|Proteobacteria|Deltaproteobacteria|Desulfuromonadales	0.262941659819
453227	order	2|1224|28221|453227	Bacteria|Proteobacteria|Deltaproteobacteria|Desulfarculales	0.00547795124623
92860	order	2759|4890|147541|92860	Eukaryota|Ascomycota|Dothideomycetes|Pleosporales	0.109559024925
189772	order	2|200795|32061|189772	Bacteria|Chloroflexi|Chloroflexia|Herpetosiphonales	0.00547795124623
189776	order	2|200795|189775|189776	Bacteria|Chloroflexi|Thermomicrobia|Thermomicrobiales	0.00547795124623
1385	order	2|1239|91061|1385	Bacteria|Firmicutes|Bacilli|Bacillales	6.96247603396
909929	order	2|1239|909932|909929	Bacteria|Firmicutes|Negativicutes|Selenomonadales	0.947685565598
206351	order	2|1224|28216|206351	Bacteria|Proteobacteria|Betaproteobacteria|Neisseriales	0.673788003287
2235	order	2157|28890|183963|2235	Archaea|Euryarchaeota|Halobacteria|Halobacteriales	0.246507806081
85009	order	2|201174|1760|85009	Bacteria|Actinobacteria|Actinobacteria|Propionibacteriales	0.717611613257
85006	order	2|201174|1760|85006	Bacteria|Actinobacteria|Actinobacteria|Micrococcales	2.75540947686
85007	order	2|201174|1760|85007	Bacteria|Actinobacteria|Actinobacteria|Corynebacteriales	2.92522596549
54526	order	2|1224|28211|54526	Bacteria|Proteobacteria|Alphaproteobacteria|Pelagibacterales	0.169816488633
53433	order	2|1239|186801|53433	Bacteria|Firmicutes|Clostridia|Halanaerobiales	0.0493015612161
213462	order	2|1224|28221|213462	Bacteria|Proteobacteria|Deltaproteobacteria|Syntrophobacterales	0.0876472199397
5125	order	2759|4890|147550|5125	Eukaryota|Ascomycota|Sordariomycetes|Hypocreales	0.235551903588
34476	order	2759|5204|155616|34476	Eukaryota|Basidiomycota|Tremellomycetes|Tremellales	0.00547795124623
766	order	2|1224|28211|766	Bacteria|Proteobacteria|Alphaproteobacteria|Rickettsiales	0.673788003287
224462	order	2|1224|28221|29|224462	Bacteria|Proteobacteria|Deltaproteobacteria|Myxococcales|Nannocystineae	0.00547795124623
1189	order	2|1117|1189	Bacteria|Cyanobacteria|Stigonematales	0.0657354149548
1161	order	2|1117|1161	Bacteria|Cyanobacteria|Nostocales	0.328677074774
68295	order	2|1239|186801|68295	Bacteria|Firmicutes|Clostridia|Thermoanaerobacterales	0.361544782251
32064	order	2|200795|32061|32064	Bacteria|Chloroflexi|Chloroflexia|Chloroflexales	0.093125171186
204457	order	2|1224|28211|204457	Bacteria|Proteobacteria|Alphaproteobacteria|Sphingomonadales	1.83511366749
204455	order	2|1224|28211|204455	Bacteria|Proteobacteria|Alphaproteobacteria|Rhodobacterales	2.63489454944
80840	order	2|1224|28216|80840	Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales	4.72199397425
186826	order	2|1239|91061|186826	Bacteria|Firmicutes|Bacilli|Lactobacillales	3.50041084634
4892	order	2759|4890|4891|4892	Eukaryota|Ascomycota|Saccharomycetes|Saccharomycetales	0.438236099699
51291	order	2|204428|204429|51291	Bacteria|Chlamydiae|Chlamydiia|Chlamydiales	0.230073952342
5234	order	2759|5204|155616|5234	Eukaryota|Basidiomycota|Tremellomycetes|Tremellales	0.093125171186
135624	order	2|1224|1236|135624	Bacteria|Proteobacteria|Gammaproteobacteria|Aeromonadales	0.914817858121
135623	order	2|1224|1236|135623	Bacteria|Proteobacteria|Gammaproteobacteria|Vibrionales	1.6707751301
135622	order	2|1224|1236|135622	Bacteria|Proteobacteria|Gammaproteobacteria|Alteromonadales	1.824157765
29	order	2|1224|28221|29	Bacteria|Proteobacteria|Deltaproteobacteria|Myxococcales	0.241029854834
213118	order	2|1224|28221|213118	Bacteria|Proteobacteria|Deltaproteobacteria|Desulfobacterales	0.279375513558
213115	order	2|1224|28221|213115	Bacteria|Proteobacteria|Deltaproteobacteria|Desulfovibrionales	0.531361270885
1508594	order	2|200795|32061|32064|1508594	Bacteria|Chloroflexi|Chloroflexia|Chloroflexales|Chloroflexineae	0.00547795124623
85013	order	2|201174|1760|85013	Bacteria|Actinobacteria|Actinobacteria|Frankiales	0.268419611065
85012	order	2|201174|1760|85012	Bacteria|Actinobacteria|Actinobacteria|Streptosporangiales	0.503971514654
452227	order	2759|4890|147547|452227	Eukaryota|Ascomycota|Lecanoromycetes|Umbilicariales	0.00547795124623
218872	order	2|65842|204430|218872	Bacteria|Fibrobacteres|Fibrobacteria|Fibrobacterales	0.00547795124623
2419	order	2|200918|188708|2419	Bacteria|Thermotogae|Thermotogae|Thermotogales	0.284853464804
200644	order	2|976|117743|200644	Bacteria|Bacteroidetes|Flavobacteriia|Flavobacteriales	3.0566967954
715340	order	2759|4890|147541|92860|715340	Eukaryota|Ascomycota|Dothideomycetes|Pleosporales|Pleosporineae	0.00547795124623
200666	order	2|976|117747|200666	Bacteria|Bacteroidetes|Sphingobacteriia|Sphingobacteriales	0.701177759518
713636	order	2|1224|28216|713636	Bacteria|Proteobacteria|Betaproteobacteria|Gallionellales	0.0657354149548
112	order	2|203682|203683|112	Bacteria|Planctomycetes|Planctomycetia|Planctomycetales	0.208162147357
5303	order	2759|5204|155619|5303	Eukaryota|Basidiomycota|Agaricomycetes|Polyporales	0.0328677074774
52604	order	2|1117|52604	Bacteria|Cyanobacteria|Pleurocapsales	0.0493015612161
136	order	2|203691|203692|136	Bacteria|Spirochaetes|Spirochaetia|Spirochaetales	0.657354149548
34346	order	2759|4890|147554|34346	Eukaryota|Ascomycota|Schizosaccharomycetes|Schizosaccharomycetales	0.0383456587236
2085	order	2|544448|31969|2085	Bacteria|Tenericutes|Mollicutes|Mycoplasmatales	0.854560394412
186802	order	2|1239|186801|186802	Bacteria|Firmicutes|Clostridia|Clostridiales	5.51081895371
768507	order	2|976|768503|768507	Bacteria|Bacteroidetes|Cytophagia|Cytophagales	0.493015612161
191393	order	2|200930|68337|191393	Bacteria|Deferribacteres|Deferribacteres|Deferribacterales	0.0657354149548
1212	order	2|1117|1212	Bacteria|Cyanobacteria|Prochlorales	0.996987126815
28883	order	10239|28883	Viruses|Caudovirales	2.38838674336
85011	order	2|201174|1760|85011	Bacteria|Actinobacteria|Actinobacteria|Streptomycetales	6.3270336894
91347	order	2|1224|1236|91347	Bacteria|Proteobacteria|Gammaproteobacteria|Enterobacteriales	5.33004656259
68933	order	2|1297|188787|68933	Bacteria|Deinococcus-Thermus|Deinococci|Thermales	0.257463708573
235899	order	2|1224|29547|235899	Bacteria|Proteobacteria|Epsilonproteobacteria|Nautiliales	0.093125171186
85008	order	2|201174|1760|85008	Bacteria|Actinobacteria|Actinobacteria|Micromonosporales	0.443714050945
204458	order	2|1224|28211|204458	Bacteria|Proteobacteria|Alphaproteobacteria|Caulobacterales	0.487537660915
85010	order	2|201174|1760|85010	Bacteria|Actinobacteria|Actinobacteria|Pseudonocardiales	0.772391125719
206389	order	2|1224|28216|206389	Bacteria|Proteobacteria|Betaproteobacteria|Rhodocyclales	0.356066831005
32069	order	2|200783|187857|32069	Bacteria|Aquificae|Aquificae|Aquificales	0.191728293618
118964	order	2|1297|188787|118964	Bacteria|Deinococcus-Thermus|Deinococci|Deinococcales	0.208162147357
2266	order	2157|28889|183924|2266	Archaea|Crenarchaeota|Thermoprotei|Thermoproteales	0.109559024925
2191	order	2157|28890|224756|2191	Archaea|Euryarchaeota|Methanomicrobia|Methanomicrobiales	0.142426732402
548681	order	10239|548681	Viruses|Herpesvirales	0.268419611065
464095	order	10239|464095	Viruses|Picornavirales	0.323199123528
1706369	order	2|1224|1236|1706369	Bacteria|Proteobacteria|Gammaproteobacteria|Cellvibrionales	0.224596001096
1643822	order	2|201174|84998|1643822	Bacteria|Actinobacteria|Coriobacteriia|Eggerthellales	0.175294439879
1643682	order	2|201174|1760|1643682	Bacteria|Actinobacteria|Actinobacteria|Geodermatophilales	0.125992878663
2182	order	2157|28890|183939|2182	Archaea|Euryarchaeota|Methanococci|Methanococcales	0.109559024925
1643686	order	2|203691|203692|1643686	Bacteria|Spirochaetes|Spirochaetia|Brachyspirales	0.0986031224322
2231	order	2157|28890|183980|2231	Archaea|Euryarchaeota|Archaeoglobi|Archaeoglobales	0.0219118049849
451442	order	2759|4761|451435|451442	Eukaryota|Chytridiomycota|Chytridiomycetes|Rhizophydiales	0.0109559024925
2158	order	2157|28890|183925|2158	Archaea|Euryarchaeota|Methanobacteria|Methanobacteriales	0.202684196111
85004	order	2|201174|1760|85004	Bacteria|Actinobacteria|Actinobacteria|Bifidobacteriales	1.02437688305
206350	order	2|1224|28216|206350	Bacteria|Proteobacteria|Betaproteobacteria|Methylophilales	0.29033141605
675063	order	10239|675063	Viruses|Tymovirales	0.29033141605
213113	order	2|1224|28221|213113	Bacteria|Proteobacteria|Deltaproteobacteria|Desulfurellales	0.0602574637086
1644055	order	2157|28890|183963|1644055	Archaea|Euryarchaeota|Halobacteria|Haloferacales	0.405368392221
118969	order	2|1224|1236|118969	Bacteria|Proteobacteria|Gammaproteobacteria|Legionellales	0.301287318543
1293499	order	2|1293497|1293498|1293499	Bacteria|Nitrospinae|Nitrospinia|Nitrospinales	0.0766913174473
11157	order	10239|11157	Viruses|Mononegavirales	0.323199123528
204433	order	2|57723|204432|204433	Bacteria|Acidobacteria|Acidobacteriia|Acidobacteriales	0.180772391126
2258	order	2157|28890|183968|2258	Archaea|Euryarchaeota|Thermococci|Thermococcales	0.197206244864
526525	order	2|1239|526524|526525	Bacteria|Firmicutes|Erysipelotrichia|Erysipelotrichales	0.33415502602
5267	order	2759|5204|5257|5267	Eukaryota|Basidiomycota|Ustilaginomycetes|Ustilaginales	0.0602574637086
622450	order	2|201174|1760|622450	Bacteria|Actinobacteria|Actinobacteria|Actinopolysporales	0.0547795124623
1644060	order	2157|28890|183963|1644060	Archaea|Euryarchaeota|Halobacteria|Natrialbales	0.273897562312
76804	order	10239|76804	Viruses|Nidovirales	0.0657354149548
5197	order	2759|4890|147547|5197	Eukaryota|Ascomycota|Lecanoromycetes|Lecanorales	0.0219118049849
5042	order	2759|4890|147545|5042	Eukaryota|Ascomycota|Eurotiomycetes|Eurotiales	0.246507806081
255473	order	2|1224|28211|255473	Bacteria|Proteobacteria|Alphaproteobacteria|Parvularculales	0.0328677074774
213481	order	2|1224|28221|213481	Bacteria|Proteobacteria|Deltaproteobacteria|Bdellovibrionales	0.153382634895
205948	order	2157|651137|205948	Archaea|Thaumarchaeota|Cenarchaeales	0.0219118049849
34395	order	2759|4890|147545|34395	Eukaryota|Ascomycota|Eurotiomycetes|Chaetothyriales	0.0876472199397
1737405	order	2|1239|1737404|1737405	Bacteria|Firmicutes|Tissierellia|Tissierellales	0.33415502602
135625	order	2|1224|1236|135625	Bacteria|Proteobacteria|Gammaproteobacteria|Pasteurellales	0.640920295809
768667	order	2|200795|388447|768667	Bacteria|Chloroflexi|Ktedonobacteria|Thermogemmatisporales	0.0219118049849
2281	order	2157|28889|183924|2281	Archaea|Crenarchaeota|Thermoprotei|Sulfolobales	0.071213366201
5114	order	2759|4890|147550|5114	Eukaryota|Ascomycota|Sordariomycetes|Diaporthales	0.0438236099699
5592	order	2759|4890|147550|5592	Eukaryota|Ascomycota|Sordariomycetes|Microascales	0.0219118049849
32003	order	2|1224|28216|32003	Bacteria|Proteobacteria|Betaproteobacteria|Nitrosomonadales	0.093125171186
146291	order	2759|4890|147545|146291	Eukaryota|Ascomycota|Eurotiomycetes|Verrucariales	0.0219118049849
1100069	order	2|976|1100069	Bacteria|Bacteroidetes|Bacteroidetes Order II. Incertae sedis	0.0766913174473
31932	order	2157|651137|31932	Archaea|Thaumarchaeota|Nitrosopumilales	0.0547795124623
85014	order	2|201174|1760|85014	Bacteria|Actinobacteria|Actinobacteria|Glycomycetales	0.0602574637086
186328	order	2|544448|31969|186328	Bacteria|Tenericutes|Mollicutes|Entomoplasmatales	0.115036976171
84999	order	2|201174|84998|84999	Bacteria|Actinobacteria|Coriobacteriia|Coriobacteriales	0.29033141605
84993	order	2|201174|84992|84993	Bacteria|Actinobacteria|Acidimicrobiia|Acidimicrobiales	0.0602574637086
580371	order	2|1224|580370|580371	Bacteria|Proteobacteria|Zetaproteobacteria|Mariprofundales	0.0219118049849
189778	order	2|40117|203693|189778	Bacteria|Nitrospirae|Nitrospira|Nitrospirales	0.115036976171
33183	order	2759|4890|147545|33183	Eukaryota|Ascomycota|Eurotiomycetes|Onygenales	0.0602574637086
721927	order	2759|5204|155619|721927	Eukaryota|Basidiomycota|Agaricomycetes|Jaapiales	0.0219118049849
415000	order	2|74201|414999|415000	Bacteria|Verrucomicrobia|Opitutae|Opitutales	0.0273897562312
1202465	order	2|200795|301297|1202465	Bacteria|Chloroflexi|Dehalococcoidia|Dehalococcoidales	0.0219118049849
