#CAMI Submission for Taxonomic Profiling
@Version:0.9.2
@SampleID:lonely_davinci_5
@Ranks:superkingdom|phylum|class|order|family|genus|species|strain
@@TAXID	RANK	TAXPATH	TAXPATHSN	PERCENTAGE
6231	phylum	2759|6231	Eukaryota|Nematoda	0.234430741005
203691	phylum	2|203691	Bacteria|Spirochaetes	0.790321695428
200940	phylum	2|200940	Bacteria|Thermodesulfobacteria	0.103494507735
6157	phylum	2759|6157	Eukaryota|Platyhelminthes	0.0439067608571
142182	phylum	2|142182	Bacteria|Gemmatimonadetes	0.0509632045663
204428	phylum	2|204428	Bacteria|Chlamydiae	0.196012325255
1090	phylum	2|1090	Bacteria|Chlorobi	0.197580423857
32066	phylum	2|32066	Bacteria|Fusobacteria	0.45318049599
5794	phylum	2759|5794	Eukaryota|Apicomplexa	0.141128874184
1052815	phylum	2|1052815	Bacteria|Candidatus Aerophobetes	0.00078404930102
5204	phylum	2759|5204	Eukaryota|Basidiomycota	0.128584085367
2870	phylum	2759|2870	Eukaryota|Phaeophyceae	0.00940859161224
10226	phylum	2759|10226	Eukaryota|Placozoa	0.00156809860204
67812	phylum	2|67812	Bacteria|Omnitrophica	0.00313619720408
51967	phylum	2157|51967	Archaea|Candidatus Korarchaeota	0.00156809860204
1293497	phylum	2|1293497	Bacteria|Nitrospinae	0.0627239440816
6040	phylum	2759|6040	Eukaryota|Porifera	0.0266576762347
74152	phylum	2|74152	Bacteria|Elusimicrobia	0.0133288381173
1134404	phylum	2|1134404	Bacteria|Ignavibacteriae	0.0266576762347
256845	phylum	2|256845	Bacteria|Lentisphaerae	0.0133288381173
7586	phylum	2759|7586	Eukaryota|Echinodermata	0.0133288381173
1462430	phylum	2157|1462430	Archaea|Candidatus Nanohaloarchaeota	0.00470429580612
67810	phylum	2|67810	Bacteria|Candidatus Acetothermia	0.00313619720408
2836	phylum	2759|2836	Eukaryota|Bacillariophyta	0.0125447888163
192989	phylum	2157|192989	Archaea|Nanoarchaeota	0.00078404930102
200938	phylum	2|200938	Bacteria|Chrysiogenetes	0.040770563653
6447	phylum	2759|6447	Eukaryota|Mollusca	0.0250895776326
221216	phylum	2|221216	Bacteria|Candidatus Parcubacteria	0.00548834510714
5747	phylum	2759|5747	Eukaryota|Eustigmatophyceae	0.00627239440816
640293	phylum	2|640293	Bacteria|candidate division NC10	0.00156809860204
6073	phylum	2759|6073	Eukaryota|Cnidaria	0.0266576762347
422282	phylum	2|422282	Bacteria|candidate division WWE3	0.00078404930102
10219	phylum	2759|10219	Eukaryota|Hemichordata	0.00627239440816
363464	phylum	2|363464	Bacteria|Candidatus Gracilibacteria	0.00078404930102
6340	phylum	2759|6340	Eukaryota|Annelida	0.0250895776326
10229	phylum	2759|10229	Eukaryota|Chaetognatha	0.0125447888163
6029	phylum	2759|6029	Eukaryota|Microsporidia	0.00156809860204
67814	phylum	2|67814	Bacteria|Caldiserica	0.0125447888163
7625	class	2759|7586|7625	Eukaryota|Echinodermata|Echinoidea	0.0142863945902
91061	class	2|1239|91061	Bacteria|Firmicutes|Bacilli	10.0369858882
1760	class	2|201174|1760	Bacteria|Actinobacteria|Actinobacteria	18.3167452418
31969	class	2|544448|31969	Bacteria|Tenericutes|Mollicutes	1.31276092512
117747	class	2|976|117747	Bacteria|Bacteroidetes|Sphingobacteriia	0.841309903646
117743	class	2|976|117743	Bacteria|Bacteroidetes|Flavobacteriia	2.98903122371
40674	class	2759|7711|40674	Eukaryota|Chordata|Mammalia	0.584154801022
414999	class	2|74201|414999	Bacteria|Verrucomicrobia|Opitutae	0.0619077098909
301297	class	2|200795|301297	Bacteria|Chloroflexi|Dehalococcoidia	0.0222232804737
119089	class	2759|6231|119089	Eukaryota|Nematoda|Chromadorea	0.180960998143
28221	class	2|1224|28221	Bacteria|Proteobacteria|Deltaproteobacteria	2.25566296808
6681	class	2759|6656|6681	Eukaryota|Arthropoda|Malacostraca	0.00634950870676
219685	class	2|142182|219685	Bacteria|Gemmatimonadetes|Gemmatimonadetes	0.0523834468308
32061	class	2|200795|32061	Bacteria|Chloroflexi|Chloroflexia	0.130164928489
203683	class	2|203682|203683	Bacteria|Planctomycetes|Planctomycetia	0.253980348271
8782	class	2759|7711|8782	Eukaryota|Chordata|Aves	0.274616251568
186623	class	2759|7711|186623	Eukaryota|Chordata|Actinopteri	0.195247392733
224756	class	2157|28890|224756	Archaea|Euryarchaeota|Methanomicrobia	0.458752004064
28216	class	2|1224|28216	Bacteria|Proteobacteria|Betaproteobacteria	5.96536343
183967	class	2157|28890|183967	Archaea|Euryarchaeota|Thermoplasmata	0.120640665429
543310	class	2|1239|543310	Bacteria|Firmicutes|Tissierellia	0.00158737717669
4447	class	2759|35493|4447	Eukaryota|Streptophyta|Liliopsida	0.153975586139
50557	class	2759|6656|50557	Eukaryota|Arthropoda|Insecta	0.527009222661
188787	class	2|1297|188787	Bacteria|Deinococcus-Thermus|Deinococci	0.622251853263
189775	class	2|200795|189775	Bacteria|Chloroflexi|Thermomicrobia	0.0603203327143
29547	class	2|1224|29547	Bacteria|Proteobacteria|Epsilonproteobacteria	1.06830483991
28211	class	2|1224|28211	Bacteria|Proteobacteria|Alphaproteobacteria	13.0641141642
147550	class	2759|4890|147550	Eukaryota|Ascomycota|Sordariomycetes	0.23493182215
580370	class	2|1224|580370	Bacteria|Proteobacteria|Zetaproteobacteria	0.0285727891804
1236	class	2|1224|1236	Bacteria|Proteobacteria|Gammaproteobacteria	17.2563772878
187857	class	2|200783|187857	Bacteria|Aquificae|Aquificae	0.266679365684
183924	class	2157|28889|183924	Archaea|Crenarchaeota|Thermoprotei	0.401606425703
6042	class	2759|6040|6042	Eukaryota|Porifera|Demospongiae	0.0142863945902
6020	class	2759|6020	Eukaryota|Oligohymenophorea	0.0142863945902
186801	class	2|1239|186801	Bacteria|Firmicutes|Clostridia	8.09403622395
768503	class	2|976|768503	Bacteria|Bacteroidetes|Cytophagia	0.914329253774
68337	class	2|200930|68337	Bacteria|Deferribacteres|Deferribacteres	0.0793688588345
909932	class	2|1239|909932	Bacteria|Firmicutes|Negativicutes	1.11275140086
526524	class	2|1239|526524	Bacteria|Firmicutes|Erysipelotrichia	0.479387907361
200643	class	2|976|200643	Bacteria|Bacteroidetes|Bacteroidia	3.7795450577
188708	class	2|200918|188708	Bacteria|Thermotogae|Thermotogae	0.376208390876
4762	class	2759|4762	Eukaryota|Oomycetes	0.0730193501278
183980	class	2157|28890|183980	Archaea|Euryarchaeota|Archaeoglobi	0.0857183675413
203486	class	2|68297|203486	Bacteria|Dictyoglomi|Dictyoglomia	0.0444465609473
649775	class	2|508458|649775	Bacteria|Synergistetes|Synergistia	0.238106576504
1497346	class	2|201174|1497346	Bacteria|Actinobacteria|Thermoleophilia	0.0936552534248
183963	class	2157|28890|183963	Archaea|Euryarchaeota|Halobacteria	1.33815895995
203692	class	2|203691|203692	Bacteria|Spirochaetes|Spirochaetia	0.800038097052
67799	class	2|200940|67799	Bacteria|Thermodesulfobacteria|Thermodesulfobacteria	0.104766893662
6199	class	2759|6157|6199	Eukaryota|Platyhelminthes|Cestoda	0.0126990174135
388447	class	2|200795|388447	Bacteria|Chloroflexi|Ktedonobacteria	0.0253980348271
204429	class	2|204428|204429	Bacteria|Chlamydiae|Chlamydiia	0.198422147086
84998	class	2|201174|84998	Bacteria|Actinobacteria|Coriobacteriia	0.587329555376
203693	class	2|40117|203693	Bacteria|Nitrospirae|Nitrospira	0.161912472022
191410	class	2|1090|191410	Bacteria|Chlorobi|Chlorobia	0.200009524263
183939	class	2157|28890|183939	Archaea|Euryarchaeota|Methanococci	0.2111211645
183968	class	2157|28890|183968	Archaea|Euryarchaeota|Thermococci	0.269854120037
203490	class	2|32066|203490	Bacteria|Fusobacteria|Fusobacteriia	0.458752004064
422676	class	2759|5794|422676	Eukaryota|Apicomplexa|Aconoidasida	0.0603203327143
183925	class	2157|28890|183925	Archaea|Euryarchaeota|Methanobacteria	0.176198866613
6178	class	2759|6157|6178	Eukaryota|Platyhelminthes|Trematoda	0.0317475435338
203494	class	2|74201|203494	Bacteria|Verrucomicrobia|Verrucomicrobiae	0.223820181913
1737404	class	2|1239|1737404	Bacteria|Firmicutes|Tissierellia	0.433353969237
666505	class	2|203682|666505	Bacteria|Planctomycetes|Phycisphaerae	0.0126990174135
5257	class	2759|5204|5257	Eukaryota|Basidiomycota|Ustilaginomycetes	0.041271806594
1643678	class	2157|651137|1643678	Archaea|Thaumarchaeota|Nitrososphaeria	0.0126990174135
296141	class	2|65842|296141	Bacteria|Fibrobacteres|Chitinivibrionia	0.0126990174135
4891	class	2759|4890|4891	Eukaryota|Ascomycota|Saccharomycetes	0.0587329555376
204430	class	2|65842|204430	Bacteria|Fibrobacteres|Fibrobacteria	0.0317475435338
75966	class	2759|3041|75966	Eukaryota|Chlorophyta|Trebouxiophyceae	0.0380970522406
1293498	class	2|1293497|1293498	Bacteria|Nitrospinae|Nitrospinia	0.0634950870676
119088	class	2759|6231|119088	Eukaryota|Nematoda|Enoplea	0.0571455783609
155619	class	2759|5204|155619	Eukaryota|Basidiomycota|Agaricomycetes	0.0698445957744
2806	class	2759|2806	Eukaryota|Florideophyceae	0.0126990174135
38254	class	2759|38254	Eukaryota|Glaucocystophyceae	0.00634950870676
72037	class	2759|6656|72037	Eukaryota|Arthropoda|Maxillopoda	0.0126990174135
641853	class	2|74152|641853	Bacteria|Elusimicrobia|Elusimicrobia	0.0126990174135
204432	class	2|57723|204432	Bacteria|Acidobacteria|Acidobacteriia	0.165087226376
80999	class	2759|6040|80999	Eukaryota|Porifera|Homoscleromorpha	0.0126990174135
162481	class	2759|5204|162481	Eukaryota|Basidiomycota|Microbotryomycetes	0.00634950870676
795747	class	2|1134404|795747	Bacteria|Ignavibacteriae|Ignavibacteria	0.0269854120037
1313211	class	2|256845|1313211	Bacteria|Lentisphaerae|Lentisphaeria	0.0126990174135
3166	class	2759|3041|3166	Eukaryota|Chlorophyta|Chlorophyceae	0.041271806594
35675	class	2759|35675	Eukaryota|Pelagophyceae	0.00634950870676
30302	class	2759|7711|30302	Eukaryota|Chordata|Appendicularia	0.00634950870676
1051663	class	2157|1462430|1051663	Archaea|Candidatus Nanohaloarchaeota|Nanohaloarchaea	0.00476213153007
134549	class	2|74201|134549	Bacteria|Verrucomicrobia|Spartobacteria	0.00317475435338
6854	class	2759|6656|6854	Eukaryota|Arthropoda|Arachnida	0.0396844294173
2797	class	2759|2797	Eukaryota|Bangiophyceae	0.0126990174135
307596	class	2|1117|307596	Bacteria|Cyanobacteria|Gloeobacteria	0.0158737717669
1077257	class	2|67819|1077257	Bacteria|Armatimonadetes|Chthonomonadetes	0.0126990174135
33836	class	2759|2836|33836	Eukaryota|Bacillariophyta|Coscinodiscophyceae	0.0126990174135
84992	class	2|201174|84992	Bacteria|Actinobacteria|Acidimicrobiia	0.0539708240075
147545	class	2759|4890|147545	Eukaryota|Ascomycota|Eurotiomycetes	0.100004762132
452332	class	2759|5204|452332	Eukaryota|Basidiomycota|Dacrymycetes	0.0126990174135
6658	class	2759|6656|6658	Eukaryota|Arthropoda|Branchiopoda	0.0126990174135
118001	class	2|200938|118001	Bacteria|Chrysiogenetes|Chrysiogenetes	0.041271806594
1035538	class	2759|3041|1035538	Eukaryota|Chlorophyta|Mamiellophyceae	0.0380970522406
6544	class	2759|6447|6544	Eukaryota|Mollusca|Bivalvia	0.0126990174135
5796	class	2759|5794|5796	Eukaryota|Apicomplexa|Coccidia	0.0698445957744
84995	class	2|201174|84995	Bacteria|Actinobacteria|Rubrobacteria	0.0317475435338
7777	class	2759|7711|7777	Eukaryota|Chordata|Chondrichthyes	0.0126990174135
1663419	class	2|67819|1663419	Bacteria|Armatimonadetes|Fimbriimonadia	0.0126990174135
332159	class	2|57723|332159	Bacteria|Acidobacteria|Solibacteres	0.020635903297
7713	class	2759|7711|7713	Eukaryota|Chordata|Ascidiacea	0.0126990174135
6101	class	2759|6073|6101	Eukaryota|Cnidaria|Anthozoa	0.0142863945902
6074	class	2759|6073|6074	Eukaryota|Cnidaria|Hydrozoa	0.0126990174135
292625	class	2|200795|292625	Bacteria|Chloroflexi|Anaerolineae	0.0126990174135
475962	class	2|200795|475962	Bacteria|Chloroflexi|Caldilineae	0.0126990174135
1562566	class	2|57723|1562566	Bacteria|Acidobacteria|Blastocatellia	0.00634950870676
8292	class	2759|7711|8292	Eukaryota|Chordata|Amphibia	0.0190485261203
10220	class	2759|10219|10220	Eukaryota|Hemichordata|Enteropneusta	0.00634950870676
3214	class	2759|35493|3214	Eukaryota|Streptophyta|Bryopsida	0.0126990174135
33829	class	2759|33829	Eukaryota|Spirotrichea	0.0349222978872
55824	class	2759|6340|55824	Eukaryota|Annelida|Hirudinida	0.0126990174135
35086	class	2759|5794|35086	Eukaryota|Apicomplexa|Gregarinasina	0.0126990174135
6448	class	2759|6447|6448	Eukaryota|Mollusca|Gastropoda	0.0126990174135
1421718	class	2759|10229|1421718	Eukaryota|Chaetognatha|Sagittoidea	0.0126990174135
147541	class	2759|4890|147541	Eukaryota|Ascomycota|Dothideomycetes	0.0222232804737
533205	class	2|57723|533205	Bacteria|Acidobacteria|Holophagae	0.0253980348271
6341	class	2759|6340|6341	Eukaryota|Annelida|Polychaeta	0.0126990174135
6844	class	2759|6656|6844	Eukaryota|Arthropoda|Merostomata	0.0126990174135
693071	class	2|67814|693071	Bacteria|Caldiserica|Caldisericia	0.0126990174135
183988	class	2157|28890|183988	Archaea|Euryarchaeota|Methanopyri	0.0126990174135
2864	class	2759|2864	Eukaryota|Dinophyceae	0.00634950870676
189478	class	2759|4890|189478	Eukaryota|Ascomycota|Orbiliomycetes	0.00317475435338
147547	class	2759|4890|147547	Eukaryota|Ascomycota|Lecanoromycetes	0.00158737717669
147548	class	2759|4890|147548	Eukaryota|Ascomycota|Leotiomycetes	0.00158737717669
2301	order	2157|28890|183967|2301	Archaea|Euryarchaeota|Thermoplasmata|Thermoplasmatales	0.0769585962752
203491	order	2|32066|203490|203491	Bacteria|Fusobacteria|Fusobacteriia|Fusobacteriales	0.446359858396
204441	order	2|1224|28211|204441	Bacteria|Proteobacteria|Alphaproteobacteria|Rhodospirillales	1.27751269817
1150	order	2|1117|1150	Bacteria|Cyanobacteria|Oscillatoriales	0.249345851932
118964	order	2|1297|188787|118964	Bacteria|Deinococcus-Thermus|Deinococci|Deinococcales	0.317069416654
72273	order	2|1224|1236|72273	Bacteria|Proteobacteria|Gammaproteobacteria|Thiotrichales	0.526396798522
72274	order	2|1224|1236|72274	Bacteria|Proteobacteria|Gammaproteobacteria|Pseudomonadales	3.91873172233
2182	order	2157|28890|183939|2182	Archaea|Euryarchaeota|Methanococci|Methanococcales	0.206249038018
6236	order	2759|6231|119089|6236	Eukaryota|Nematoda|Chromadorea|Rhabditida	0.116977066338
7147	order	2759|6656|50557|7147	Eukaryota|Arthropoda|Insecta|Diptera	0.197014006465
9989	order	2759|7711|40674|9989	Eukaryota|Chordata|Mammalia|Rodentia	0.104663690934
1118	order	2|1117|1118	Bacteria|Cyanobacteria|Chroococcales	0.394028012929
135619	order	2|1224|1236|135619	Bacteria|Proteobacteria|Gammaproteobacteria|Oceanospirillales	1.18208403879
3699	order	2759|35493|3699	Eukaryota|Streptophyta|Brassicales	0.110820378636
135613	order	2|1224|1236|135613	Bacteria|Proteobacteria|Gammaproteobacteria|Chromatiales	1.04048022164
135614	order	2|1224|1236|135614	Bacteria|Proteobacteria|Gammaproteobacteria|Xanthomonadales	1.08357703555
588673	order	2|201174|1497346|588673	Bacteria|Actinobacteria|Thermoleophilia|Solirubrobacterales	0.0923503155302
2037	order	2|201174|1760|2037	Bacteria|Actinobacteria|Actinobacteria|Actinomycetales	0.631060489457
213849	order	2|1224|29547|213849	Bacteria|Proteobacteria|Epsilonproteobacteria|Campylobacterales	0.988148376174
225057	order	2|1224|1236|225057	Bacteria|Proteobacteria|Gammaproteobacteria|Acidithiobacillales	0.0831152839772
9443	order	2759|7711|40674|9443	Eukaryota|Chordata|Mammalia|Primates	0.138525473295
171549	order	2|976|200643|171549	Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales	3.66630752655
356	order	2|1224|28211|356	Bacteria|Proteobacteria|Alphaproteobacteria|Rhizobiales	5.99661382176
6125	order	2759|6073|6101|6125	Eukaryota|Cnidaria|Anthozoa|Scleractinia	0.00307834385101
69541	order	2|1224|28221|69541	Bacteria|Proteobacteria|Deltaproteobacteria|Desulfuromonadales	0.313991072803
7088	order	2759|6656|50557|7088	Eukaryota|Arthropoda|Insecta|Lepidoptera	0.0985070032323
7524	order	2759|6656|50557|7524	Eukaryota|Arthropoda|Insecta|Hemiptera	0.0400184700631
1385	order	2|1239|91061|1385	Bacteria|Firmicutes|Bacilli|Bacillales	6.28289979991
909929	order	2|1239|909932|909929	Bacteria|Firmicutes|Negativicutes|Selenomonadales	1.0804986917
8459	order	2759|7711|8459	Eukaryota|Chordata|Testudines	0.015391719255
2158	order	2157|28890|183925|2158	Archaea|Euryarchaeota|Methanobacteria|Methanobacteriales	0.172387255656
206350	order	2|1224|28216|206350	Bacteria|Proteobacteria|Betaproteobacteria|Methylophilales	0.190857318763
206351	order	2|1224|28216|206351	Bacteria|Proteobacteria|Betaproteobacteria|Neisseriales	0.674157303371
2235	order	2157|28890|183963|2235	Archaea|Euryarchaeota|Halobacteria|Halobacteriales	0.394028012929
118969	order	2|1224|1236|118969	Bacteria|Proteobacteria|Gammaproteobacteria|Legionellales	0.283207634293
48461	order	2|74201|203494|48461	Bacteria|Verrucomicrobia|Verrucomicrobiae|Verrucomicrobiales	0.218562413422
53433	order	2|1239|186801|53433	Bacteria|Firmicutes|Clostridia|Halanaerobiales	0.144682160997
9205	order	2759|7711|8782|9205	Eukaryota|Chordata|Aves|Pelecaniformes	0.015391719255
213462	order	2|1224|28221|213462	Bacteria|Proteobacteria|Deltaproteobacteria|Syntrophobacterales	0.200092350316
5125	order	2759|4890|147550|5125	Eukaryota|Ascomycota|Sordariomycetes|Hypocreales	0.15391719255
33554	order	2759|7711|40674|33554	Eukaryota|Chordata|Mammalia|Carnivora	0.015391719255
766	order	2|1224|28211|766	Bacteria|Proteobacteria|Alphaproteobacteria|Rickettsiales	0.338617823611
52604	order	2|1117|52604	Bacteria|Cyanobacteria|Pleurocapsales	0.0400184700631
6683	order	2759|6656|6681|6683	Eukaryota|Arthropoda|Malacostraca|Decapoda	0.00615668770202
213481	order	2|1224|28221|213481	Bacteria|Proteobacteria|Deltaproteobacteria|Bdellovibrionales	0.113898722487
6249	order	2759|6231|119089|6249	Eukaryota|Nematoda|Chromadorea|Ascaridida	0.015391719255
5338	order	2759|5204|155619|5338	Eukaryota|Basidiomycota|Agaricomycetes|Agaricales	0.0277050946591
1161	order	2|1117|1161	Bacteria|Cyanobacteria|Nostocales	0.443281514545
68295	order	2|1239|186801|68295	Bacteria|Firmicutes|Clostridia|Thermoanaerobacterales	0.631060489457
2191	order	2157|28890|224756|2191	Archaea|Euryarchaeota|Methanomicrobia|Methanomicrobiales	0.175465599507
32069	order	2|200783|187857|32069	Bacteria|Aquificae|Aquificae|Aquificales	0.21240572572
32064	order	2|200795|32061|32064	Bacteria|Chloroflexi|Chloroflexia|Chloroflexales	0.101585347083
5042	order	2759|4890|147545|5042	Eukaryota|Ascomycota|Eurotiomycetes|Eurotiales	0.0985070032323
204457	order	2|1224|28211|204457	Bacteria|Proteobacteria|Alphaproteobacteria|Sphingomonadales	1.73002924427
204455	order	2|1224|28211|204455	Bacteria|Proteobacteria|Alphaproteobacteria|Rhodobacterales	2.60427889795
871006	order	2157|28889|183924|871006	Archaea|Crenarchaeota|Thermoprotei|Acidilobales	0.0215484069571
28883	order	10239|28883	Viruses|Caudovirales	1.13898722487
80840	order	2|1224|28216|80840	Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales	4.14345082346
186826	order	2|1239|91061|186826	Bacteria|Firmicutes|Bacilli|Lactobacillales	3.45082345698
4892	order	2759|4890|4891|4892	Eukaryota|Ascomycota|Saccharomycetes|Saccharomycetales	0.0584885331692
9721	order	2759|7711|40674|9721	Eukaryota|Chordata|Mammalia|Cetacea	0.0277050946591
51291	order	2|204428|204429|51291	Bacteria|Chlamydiae|Chlamydiia|Chlamydiales	0.193935662614
135624	order	2|1224|1236|135624	Bacteria|Proteobacteria|Gammaproteobacteria|Aeromonadales	0.378636293674
135623	order	2|1224|1236|135623	Bacteria|Proteobacteria|Gammaproteobacteria|Vibrionales	1.37909804525
135622	order	2|1224|1236|135622	Bacteria|Proteobacteria|Gammaproteobacteria|Alteromonadales	1.89010312452
29	order	2|1224|28221|29	Bacteria|Proteobacteria|Deltaproteobacteria|Myxococcales	0.30475604125
2281	order	2157|28889|183924|2281	Archaea|Crenarchaeota|Thermoprotei|Sulfolobales	0.0954286593813
9126	order	2759|7711|8782|9126	Eukaryota|Chordata|Aves|Passeriformes	0.0769585962752
213118	order	2|1224|28221|213118	Bacteria|Proteobacteria|Deltaproteobacteria|Desulfobacterales	0.461751577651
213115	order	2|1224|28221|213115	Bacteria|Proteobacteria|Deltaproteobacteria|Desulfovibrionales	0.661843927967
189776	order	2|200795|189775|189776	Bacteria|Chloroflexi|Thermomicrobia|Thermomicrobiales	0.0277050946591
8509	order	2759|7711|8509	Eukaryota|Chordata|Squamata	0.0277050946591
6300	order	2759|6231|119089|6300	Eukaryota|Nematoda|Chromadorea|Tylenchida	0.018470063106
1189	order	2|1117|1189	Bacteria|Cyanobacteria|Stigonematales	0.0677235647222
31932	order	2157|651137|31932	Archaea|Thaumarchaeota|Nitrosopumilales	0.0708019085732
332160	order	2|57723|332159|332160	Bacteria|Acidobacteria|Solibacteres|Solibacterales	0.0215484069571
41945	order	2759|35493|41945	Eukaryota|Streptophyta|Ericales	0.012313375404
2419	order	2|200918|188708|2419	Bacteria|Thermotogae|Thermotogae|Thermotogales	0.295521009697
200644	order	2|976|117743|200644	Bacteria|Bacteroidetes|Flavobacteriia|Flavobacteriales	2.8905648761
135618	order	2|1224|1236|135618	Bacteria|Proteobacteria|Gammaproteobacteria|Methylococcales	0.301677697399
200666	order	2|976|117747|200666	Bacteria|Bacteroidetes|Sphingobacteriia|Sphingobacteriales	0.815761120517
6893	order	2759|6656|6854|6893	Eukaryota|Arthropoda|Arachnida|Araneae	0.015391719255
7041	order	2759|6656|50557|7041	Eukaryota|Arthropoda|Insecta|Coleoptera	0.0461751577651
795748	order	2|1134404|795747|795748	Bacteria|Ignavibacteriae|Ignavibacteria|Ignavibacteriales	0.0277050946591
5197	order	2759|4890|147547|5197	Eukaryota|Ascomycota|Lecanoromycetes|Lecanorales	0.00307834385101
112	order	2|203682|203683|112	Bacteria|Planctomycetes|Planctomycetia|Planctomycetales	0.206249038018
5303	order	2759|5204|155619|5303	Eukaryota|Basidiomycota|Agaricomycetes|Polyporales	0.0430968139141
5178	order	2759|4890|147548|5178	Eukaryota|Ascomycota|Leotiomycetes|Helotiales	0.00307834385101
136	order	2|203691|203692|136	Bacteria|Spirochaetes|Spirochaetia|Spirochaetales	0.501770047714
94695	order	2157|28890|224756|94695	Archaea|Euryarchaeota|Methanomicrobia|Methanosarcinales	0.227797444975
7399	order	2759|6656|50557|7399	Eukaryota|Arthropoda|Insecta|Hymenoptera	0.12313375404
186802	order	2|1239|186801|186802	Bacteria|Firmicutes|Clostridia|Clostridiales	7.06172079421
768507	order	2|976|768503|768507	Bacteria|Bacteroidetes|Cytophagia|Cytophagales	0.88656302909
191393	order	2|200930|68337|191393	Bacteria|Deferribacteres|Deferribacteres|Deferribacterales	0.0769585962752
1212	order	2|1117|1212	Bacteria|Cyanobacteria|Prochlorales	0.252424195783
526525	order	2|1239|526524|526525	Bacteria|Firmicutes|Erysipelotrichia|Erysipelotrichales	0.464829921502
85011	order	2|201174|1760|85011	Bacteria|Actinobacteria|Actinobacteria|Streptomycetales	6.07357241804
91347	order	2|1224|1236|91347	Bacteria|Proteobacteria|Gammaproteobacteria|Enterobacteriales	3.56780052332
68933	order	2|1297|188787|68933	Bacteria|Deinococcus-Thermus|Deinococci|Thermales	0.286285978144
9255	order	2759|7711|40674|9255	Eukaryota|Chordata|Mammalia|Monotremata	0.012313375404
1643946	order	2|200918|188708|1643946	Bacteria|Thermotogae|Thermotogae|Kosmotogales	0.0430968139141
85006	order	2|201174|1760|85006	Bacteria|Actinobacteria|Actinobacteria|Micrococcales	3.55856549177
85010	order	2|201174|1760|85010	Bacteria|Actinobacteria|Actinobacteria|Pseudonocardiales	1.0620286286
